data_identity,numero_manuscrito,referencia,revision,titulo,tipo_articulo,autor,email,fecha_inicial,estado_actual,fecha_estado,fecha_vencimiento,editor,decision_editor_def,est_ev_completo,est_ev_aceptado,est_ev_invitado,est_ev_rechazado,est_ev_tarde,año,ref_maquetado,estado,responsable,notas,entrada,revision_1,comentarios_ultimo_revisor,decision_editor_r1,entrada_r1,revision_r1,coment_compl_r1,dec_editor_r1,entrada_r2,revision_r2,coment_compl_r2,dec_editor_r2,entrada_r3,revision_r3,coment_completos_r3,dec_editor_r3,entrada_r4,revision_r4,coment_completos_r4,rechazo,aceptacion,maquetacion,in_press,publicado,publicado_detalles,pmid,etapa_1,etapa_2,etapa_3,etapa_4,etapa_5,etapa_6,maquet_in_press,activo,ultima_accion,dias_pasados,mayor_10_dias,fecha_alta,fecha_baja
,NEFRO-D-20-00443,NEFRO-D-20-00443,,NUEVO ENFOQUE EN EL TRATAMIENTO NUTRICIONAL DE LA ENFERMEDAD RENAL CRÓNICA AVANZADA. NEW APPROACHES IN THE NUTRITIONAL TREATMENT OF ADVANCED CHRONIC KIDNE DISEASE.	,,,,,,,,,,,,,,,2020,NEFRO_927,7. Publicado,Elsevier,,2020-10-14,,,,,,,,,,,,,,,,,,,,,,,2022-07-01,"Vol. 42. Núm. 4.

Julio - Agosto 2022",34393001,,,,,,,,False,2020-10-14,0,False,,
,NEFRO-D-20-00439,NEFRO-D-20-00439,,PREDICTORES DE EVENTOS CLINICOS EN UNA COHORTE DE PACIENTES CON ENFERMEDAD DE FABRY EN TRATAMIENTO SUSTITUTIVO ENZIMATICO	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-10-13,2020-10-17,2020-11-02,2020-11-19,2020-11-30,2020-12-02,2020-12-04,2021-01-17,2021-01-18,,,2021-01-18,,,,,,,,,2021-01-18,,,2021-12-01,"Vol. 41. Núm. 6.

Noviembre - Diciembre 2021",,4,16.0,17.0,11.0,2.0,,,False,2021-01-18,97,False,,
,NEFRO-D-20-00429,NEFRO-D-20-00429,,PRURITO EN PACIENTES EN DIÁLISIS. REVISIÓN DE LA LITERATURA Y NUEVAS PERSPECTIVAS   PRURITUS IN DIALYSIS PATIENTS. REVIEW AND NEW PERSPECTIVES	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-10-06,2020-10-17,2020-11-20,2020-11-23,2020-11-30,,,2020-12-02,,,,,,,,,,,,,2020-12-02,,2021-03-09,2022-01-01,"Vol. 42. Núm. 1.

Enero - Febrero 2022",,11,34.0,3.0,7.0,,,,False,2021-03-09,154,False,,
,NEFRO-D-20-00426,NEFRO-D-20-00426,,Hallazgos de RT- PCR para SARS -CoV -2 en eflujo dializante en cuatro pacientes de un programa de diálisis peritoneal ambulatoria crónica de la Ciudad de México.,,,,,,,,,,,,,,,2020,NEFRO_913,7. Publicado,Elsevier,,2020-10-04,,,,,,,,,,,,,,,,,,,,,,2021-08-20,,,34276118,,,,,,,,False,2021-08-20,320,False,,
,NEFRO-D-20-00425,NEFRO-D-20-00425,,IMPACT OF THE KIDNEY TRANSPLANTATION ON RENALASE AND BLOOD PRESSURE LEVELS IN RENAL TRANSPLANT DONORS AND RECIPIENTS	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-10-05,2020-11-25,2020-12-27,2021-01-17,2021-01-24,,,2021-02-15,,,,,,,,,,,,,2021-02-15,,,2022-03-01,"Vol. 42. Núm. 2.

Marzo - Abril 202",,51,32.0,21.0,7.0,,,,False,2021-02-15,133,False,,
,NEFRO-D-20-00401,NEFRO-D-20-00401,,"Morbilidad, mortalidad y terapia de reemplazo renal por enfermedad renal crónica en México entre 2016 y 2018. Morbidity, mortality, and renal replacement therapy for chronic kidney disease in Mexico between 2016 and 2018. Título corto: Enfermedad renal crónica en México Título corto secundario: Chronic Kidney Disease in Mexico	",,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-09-17,,,2020-11-18,2020-11-21,,,2020-11-21,,,,,,,,,,,,,2020-11-21,,,2022-05-01,"Vol. 42. Núm. 3.

Mayo - Junio 2022",,,,,3.0,,,,False,2020-11-21,65,False,,
,NEFRO-D-20-00398,NEFRO-D-20-00398,,LA DIABETES MODIFÍCA LA ASOCIACIÓN ENTRE MORTALIDAD Y NIVELES ELEVADOS DE DIMETILARGININA ASIMÉTRICA E INFLAMACIÓN EN PACIENTES EN HEMODIÁLISIS,,,,,,,,,,,,,,,2020,NEFRO_897,7. Publicado,Elsevier,,2020-09-15,2020-09-20,2020-10-19,2020-11-20,2020-12-22,2020-12-22,2021-01-23,2021-01-24,2021-02-09,,,2021-02-10,,,,,,,,,2021-02-10,2021-06-24,,2022-03-01,"Vol. 42. Núm. 2.

Marzo - Abril 202",34238597,5,29.0,32.0,32.0,0.0,134.0,,False,2021-06-24,282,False,,
,NEFRO-D-20-00381,NEFRO-D-20-00381,,Impacto pronóstico de la enfermedad renal crónica sobre el cierre percutáneo de la orejuela izquierda en la fibrilación auricular: Una experiencia unicéntrica,,,,,,,,,,,,,,,2020,NEFRO_905,7. Publicado,Elsevier,,2020-09-05,2020-09-08,2020-10-11,2020-10-17,2020-12-22,2020-12-22,2021-01-17,2021-01-17,,,,,2021-02-15,,,2021-02-17,,,,,2021-02-17,2021-07-21,2021-08-04,2022-05-01,"Vol. 42. Núm. 3.

Mayo - Junio 2022",34362613,3,33.0,6.0,66.0,0.0,154.0,14,False,2021-08-04,333,False,,
,NEFRO-D-20-00375,NEFRO-D-20-00375,,USO DE HFR-SUPRA EN ENFERMEDAD INFLAMATORIA INTESTINAL: A PROPÓSITO DE UN CASO EN HEMODIÁLISIS CRÓNICA   USE HFR-SUPRA FOR INFLAMMATORY BOWEL DISEASE: A CASE REPORT	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-08-31,,,2020-11-15,,,,,,,,,,,,,,,,,2020-11-15,,,2021-12-01,"Vol. 41. Núm. 6.

Noviembre - Diciembre 2021",,,,,,,,,False,2020-11-15,76,False,,
,NEFRO-D-20-00374,NEFRO-D-20-00374,,Ejercicio físico y diálisis peritoneal: un área aún por explorar,,,,,,,,,,,,,,,2020,NEFRO_903,7. Publicado,Elsevier,,2020-08-30,,,,,,,,,,,,,,,,,,,,,,,2022-05-01,"Vol. 42. Núm. 3.

Mayo - Junio 2022",34419333,,,,,,,,False,2020-08-30,0,False,,
,NEFRO-D-20-00373,NEFRO-D-20-00373,,Acute kidney injury and chronic kidney disease after liver transplant. A retrospective observational study,,,,,,,,,,,,,,,2020,NEFRO_880,7. Publicado,Elsevier,,2020-08-30,2020-09-07,2020-10-17,2020-10-17,2020-10-26,2020-11-15,2020-12-15,2021-01-24,,,,,,,,,,,,,2021-01-24,,2021-06-08,2022-01-01,"Volume 42, Issue 1, January–February 2022",3411253,8,40.0,0.0,9.0,20.0,,,False,2021-06-08,282,False,,
,NEFRO-D-20-00365,NEFRO-D-20-00365,,ADYNAMIC BONE DISEASE: REVISITED	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-08-23,,,2020-10-03,2020-10-14,,,2020-10-17,2020-10-18,,,2020-11-15,2020-11-16,,,2020-11-16,,,,,2020-11-16,,2021-03-09,2022-01-01,"Vol. 42. Núm. 1.

Enero - Febrero 2022",,,,,11.0,,,,False,2021-03-09,198,False,,
,NEFRO-D-20-00362,NEFRO-D-20-00362,,Interacción entre el estadio de la enfermedad renal crónica y la diabetes mellitus como factores asociados con mortalidad en pacientes con enfermedad renal crónica: un estudio de cohortes externas.	,,,,,,,,,,,,,,,2020,NEFRO_934,7. Publicado,Elsevier,,2020-08-20,,,,,,,,,,,,,,,,,,,,,2021-08-14,2021-09-02,2022-09-01,42(5):540-8 sept-oct 22,34479753,,,,,,,19,False,2021-09-02,378,False,,
,NEFRO-D-20-00358,NEFRO-D-20-00358,,LA INHIBICIÓN DE LA INTERLEUCINA-6 COMO POSIBLE DIANA TERAPÉUTICA EN LA AMILOIDOSIS AA,,,,,,,,,,,,,,,2020,NEFRO_874,7. Publicado,Elsevier,,2020-08-18,2020-08-29,2020-09-15,2020-10-18,2020-11-20,2020-11-21,2020-11-26,2021-01-17,,,,,,,,,,,,,2021-01-17,,2021-06-16,2022-01-01,"Vol. 42. Núm. 1.

Enero - Febrero 2022",34140177,11,17.0,33.0,33.0,1.0,,,False,2021-06-16,302,False,,
,NEFRO-D-20-00350,NEFRO-D-20-00350,,CHRONIC KIDNEY DISEASE PREVENTION CAMPAIGN: RELATIONSHIP BETWEEN PROTEINURIA AND IN ELDERLY PEOPLE,,,,,,,,,,,,,,,2020,,Rechazado,Mariano/Roberto,,2020-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-08-13,0,False,,
,NEFRO-D-20-00347,NEFRO-D-20-00347,,Effect of cilostazol on arteriovenous fistula in hemodialysis patients	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-08-10,2020-08-15,2020-11-18,2020-11-20,2020-12-01,,,2020-12-02,,,,,,,,,,,,,2020-12-02,,,2021-12-01,"Vol. 41. Núm. 6.

Noviembre - Diciembre 2021",,5,95.0,2.0,11.0,,,,False,2020-12-02,114,False,,
,NEFRO-D-20-00346,NEFRO-D-20-00346,,FACTORS AFFECTING PROGNOSIS OF THE PATIENTS WITH SEVERE HYPONATREMI,,,,,,,,,,,,,,,2020,NEFRO_889,7. Publicado,Elsevier,,2020-08-10,2020-08-19,2020-09-20,2020-10-17,2020-11-29,2020-12-02,2021-02-16,2021-02-16,2021-02-21,,,2021-03-05,,,,,,,,,2021-03-05,,,2022-03-01,"Vol. 42. Núm. 2.

Marzo - Abril 202",34154847,9,32.0,27.0,43.0,3.0,,,False,2021-03-05,207,False,,
,NEFRO-D-20-00342,NEFRO-D-20-00342,,El reentrenamiento programado reduce la tasa de peritonitis en diálisis peritoneal Scheduled retraining reduces the rate of peritonitis in peritoneal dialysis	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-08-05,,,2020-08-16,2020-09-11,,,2020-09-29,,,,,,,,,,,,,2020-09-29,,,2022-03-01,"Vol. 42. Núm. 2.

Marzo - Abril 202",,,,,26.0,,,,False,2020-09-29,55,False,,
,NEFRO-D-20-00340,NEFRO-D-20-00340,,"Hiperpotasemia transitoria del lactante sin pérdida salina , enfoque fisiopatológico de tres casos Transient early-childhood hyperkalemia without salt wasting , physiopathological approach of three cases	",,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-08-01,2020-08-18,2020-10-06,2020-10-17,2020-12-11,,,2020-12-16,,,,,,,,,,,,,2020-12-16,,,2022-03-01,"Vol. 42. Núm. 2.

Marzo - Abril 202",,17,49.0,11.0,55.0,,,,False,2020-12-16,137,False,,
,NEFRO-D-20-00339,NEFRO-D-20-00339,,"Validación del método inverso para la determinación del
flujo de acceso con termodilución",,,,,,,,,,,,,,,2020,NEFRO_877,7. Publicado,Elsevier,"11-08-22 - Se ha avisado a Ángeles de que los cambios no se han hecho: Este cambio se ha realizado en la web de Elsevier, pero no en https://www.revistanefrologia.com/es-validacion-del-metodo-inverso-determinacion-articulo-S0211699521000898
Por favor, puedes revisarlo de nuevo? En el pdf supongo que no habrá solución...pero es algo que se dijo a la hora de revisar la maquetación y no e ha tenido en cuenta.

En este artículo vemos que las figuras 1 a la 4 si que se aumentaron en la maquetación y en la web son clicables para poder aumentarlas. Sin embargo el Esquema General de Estudio no se ha aumentado en el pdf, es completamente imposible leerlo. Y no es clicable en la web, por lo que no se puede leer ahí tampoco.",2020-08-01,,,,,,,,,,,,,,,,,,,,,,2021-06-18,2022-01-01,"Volume 42, Issue 1, January–February 2022",34148666,,,,,,,,False,2021-06-18,321,False,,
,NEFRO-D-20-00320,NEFRO-D-20-00320,,"Hemodiálisis domiciliaria, la oportunidad perfecta para quedarte en casa. Home haemodialysis, the perfect opportunity to stay at home.	",,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-07-22,,,2020-11-16,2020-12-09,,,2020-12-10,,,,,,,,,,,,,2020-12-10,,,2022-08-01,"Vol. 42. Núm. 4.
Julio - Agosto 2022",,,,,23.0,,,,False,2020-12-10,141,False,,
,NEFRO-D-20-00319,NEFRO-D-20-00319,,PRIMER CASO DE BACTERIEMIA POR PANNONIBACTER PHRAGMITETUS EN PACIENTE EN HEMODIÁLISIS	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-07-22,,,2020-08-19,,,,,,,,,,,,,,,,,2020-08-19,,,2022-03-01,"Vol. 42. Núm. 2.

Marzo - Abril 202",,,,,,,,,False,2020-08-19,28,False,,
,NEFRO-D-20-00315,NEFRO-D-20-00315,,Furosemide-related thiamine deficiency in hospitalized hypervolemic patients with renal failure and heart failure,,,,,,,,,,,,,,,2020,NEFRO_980,7. Publicado,Elsevier,"- Faltan título, abstract y palbras clave en español.
- El texto inferior del eje x en la FIg 1 esta demasiado pequeño.
- Hay texto en la Fig 2 que es imposible leer bien, hay que aumentarlo.",2021-04-22,,,,,,,,,,,,,,,,,,,,,,,,2023.43(1)Enero-Febrero,,,,,,,,,False,2021-04-22,0,False,,
,NEFRO-D-20-00312,NEFRO-D-20-00312,,Baseline Renal Functions Predict the Effect of Canakinumab on Regression of Proteinuria in Patients with Familial Mediterranean Fever	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-07-21,2020-08-19,2020-09-14,2020-10-04,2020-10-30,,,2020-11-09,,,,,,,,,,,,,2020-11-09,,,2021-12-01,"Vol. 41. Núm. 6.

Noviembre - Diciembre 2021",,29,26.0,20.0,26.0,,,,False,2020-11-09,111,False,,
,NEFRO-D-20-00309,NEFRO-D-20-00309,,PRIMER BROTE DE BACTERIEMIA POR ACHROMOBACTER SPP. EN PACIENTES DE HEMODIÁLISIS EN MÉXICO.	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-07-21,,,2020-07-25,2020-07-27,,,2020-08-13,,,,,,,,,,,,,2020-08-13,,,2022-01-01,"Vol. 42. Núm. 1.

Enero - Febrero 2022",,,,,2.0,,,,False,2020-08-13,23,False,,
,NEFRO-D-20-00307,NEFRO-D-20-00307,,"Recomendaciones para la prevención, cuidado y tratamiento del COVID-19 en el paciente con tratamiento sustitutivo renal Prevention, care, and treatment recommendations for patients under Renal Replacement Therapy with COVID-19",,,,,,,,,,,,,,,2020,,Rechazado,Mariano/Roberto,,2021-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2021-05-18,0,False,,
,NEFRO-D-20-00306,NEFRO-D-20-00306,,HIPORRESPUESTA O RESISTENCIA A LA ACCIÓN DE LA HORMONA PARATIROIDEA EN LA ENFERMEDAD RENAL CRÓNICA HYPORESPONSIVENESS OR RESISTANCE TO THE ACTION OF PARATHYROID HORMONE IN CHRONIC KIDNEY DISEASE	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-07-17,2020-07-26,2020-07-30,2020-08-26,2020-12-05,2020-12-06,2020-12-07,2020-12-20,,,,,,,,,,,,,2020-12-20,,,2021-09-01,"Vol. 41. Núm. 5.

Septiembre - Octubre 2021",web,9,4.0,27.0,101.0,1.0,,,False,2020-12-20,156,False,,
,NEFRO-D-20-00303,NEFRO-D-20-00303,,SEVERITY OF PROTEIN-ENERGY WASTING AND OBESITY ARE INDEPENDENTLY related with POOR QUALITY OF LIFE in PERITONEAL DIALYSIS PATIENTS,,,,,,,,,,,,,,,2020,NEFRO_890,7. Publicado,Elsevier,,2020-07-17,2020-08-15,2020-11-16,2020-11-23,2020-12-23,2021-01-03,2021-01-24,2021-02-15,2021-03-10,,,2021-04-09,,,,,,,,,2021-04-09,2021-06-05,2021-06-09,2022-03-01,"Vol. 42. Núm. 2.

Marzo - Abril 202",34154849,29,93.0,7.0,30.0,11.0,57.0,4,False,2021-06-09,327,False,,
,NEFRO-D-20-00301,NEFRO-D-20-00301,,HISTORIA DE DOS HERMANAS CON ENFERMEDAD RENAL: LA GENÉTICA MANDA	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-07-16,,,2020-07-26,2020-09-10,,,2020-09-12,,,,,,,,,,,,,2020-09-12,,,2022-01-01,"Vol. 42. Núm. 1.

Enero - Febrero 2022",,,,,46.0,,,,False,2020-09-12,58,False,,
,NEFRO-D-20-00293,NEFRO-D-20-00293,,Xanthine oxidoreductase inhibitor topiroxostat ameliorates podocyte injury by inhibiting the reduction of nephrin and podoplanin	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,Hay muchas citas que no tienen superíndice en la web,2021-07-14,2021-07-26,2020-09-04,2020-10-04,2020-10-17,,,2020-10-17,,,,,,,,,,,,,2020-10-17,,,2021-09-01,"Vol. 41. Núm. 5.

Septiembre - Octubre 2021",web,12,-325.0,30.0,13.0,,,,False,2021-07-26,12,False,,
,NEFRO-D-20-00287,NEFRO-D-20-00287,,¿Debería realizarse screening de aneurismas intracraneales a todos los pacientes con poliquistosis renal? Should all patients with polycystic kidney disease be screened for intracraneal aneurysms?	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-07-13,,,2020-07-25,,,,,,,,,,,,,,,,,2020-07-25,,,2021-12-01,"Vol. 41. Núm. 6.

Noviembre - Diciembre 2021",,,,,,,,,False,2020-07-25,12,False,,
,NEFRO-D-20-00282,NEFRO-D-20-00282,,Acute interstitial nephritis in a patient with chronic idiopathic urticaria	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-07-10,,,2020-07-24,2020-07-27,,,2020-08-13,,,,,,,,,,,,,2020-08-13,,,2022-01-01,"Vol. 42. Núm. 1.

Enero - Febrero 2022",,,,,3.0,,,,False,2020-08-13,34,False,,
,NEFRO-D-20-00275,NEFRO-D-20-00275,,CAN MAGNESIUM SULPHATE PROPHYLAXIS REDUCE COLISTIN NEPHROTOXICITY?	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-07-08,2020-07-11,2020-08-07,2020-08-26,2020-09-17,2020-10-17,2020-11-10,2020-11-17,2020-11-19,,,2020-11-19,,,,,,,,,2020-11-19,,,2021-12-01,"Vol. 41. Núm. 6.

Noviembre - Diciembre 2021",,3,27.0,19.0,22.0,30.0,,,False,2020-11-19,134,False,,
,NEFRO-D-20-00272,NEFRO-D-20-00272,,"«Quédate en casa». Diálisis domiciliaria, un beneficio
anadido en época de pandemia",,,,,,,,,,,,,,,2020,NEFRO_868,7. Publicado,Elsevier,,2020-06-18,,,2020-11-16,2020-12-12,2021-01-08,,2021-01-17,,,,,,,,,,,,,2021-01-17,2021-05-29,2021-06-10,2021-12-01,"Vol. 41. Núm. 6.

Noviembre - Diciembre 2021",34119359,,,,26.0,27.0,132.0,12,False,2021-06-10,357,False,,
,NEFRO-D-20-00261,NEFRO-D-20-00261,,Título: Pleurodesis Química con Povidona Yodada para el Manejo de la Fuga Peritoneo-pleural en Diálisis Peritoneal: A Propósito de un Caso. Título completo secundario : Chemical Pleurodesis with Povidone-Iodine for the Management of Pleuroperitoneal Leak in Peritoneal Dialysis: A Case Report.	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-07-01,,,2020-07-21,2020-08-20,2020-08-29,,2020-09-03,,,,,,,,,,,,,2020-09-03,,,2022-03-01,"Vol. 42. Núm. 2.

Marzo - Abril 202",,,,,30.0,9.0,,,False,2020-09-03,64,False,,
,NEFRO-D-20-00250,NEFRO-D-20-00250,,IMPACTO DE LA INTRODUCCION DE UNA CONSULTA ESPECÍFICA CON VALORACIÓN ECO-DOPPLER EN EL COSTO ASOCIADO A LA OBTENCIÓN DE UN PRIMER ACCESO VASCULAR PARA HEMODIÁLISIS.	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-06-19,2020-07-04,2020-08-12,2020-08-26,2020-09-20,2020-10-17,2020-12-03,2020-12-03,,,,,,,,,,,,,2020-12-03,,2021-05-26,2022-01-01,"Vol. 42. Núm. 1.

Enero - Febrero 2022",,15,39.0,14.0,25.0,27.0,,,False,2021-05-26,341,False,,
,NEFRO-D-20-00248,NEFRO-D-20-00248,,Documento de consenso de poliquistosis renal autosómica dominante. Revisión 2020,,,,,,,,,,,,,,,2020,NEFRO_965,7. Publicado,Elsevier,7/7/22 Esta ref ha recibido un comentario que es la ref NEFRO-D-21-00145 asi que escribimos a la ref  NEFRO-D-20-00248R1         por si quieren responder.,2021-07-07,,,,,,,,,,,,,,,,,,,,,,,2022-07-01,"Vol. 42. Núm. 4.

Julio - Agosto 2022",,,,,,,,,False,2021-07-07,0,False,,
,NEFRO-D-20-00244,NEFRO-D-20-00244,,Calcinosis tumoral urémica con manifestación atípica. Reporte de caso Uremic Tumoral Calcinosis with atypical manifestation. Case Report	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-06-17,,,2020-07-10,2020-07-22,,,2020-07-26,,,,,,,,,,,,,2020-07-26,,,2022-03-01,"Vol. 42. Núm. 2.

Marzo - Abril 202",,,,,12.0,,,,False,2020-07-26,39,False,,
,NEFRO-D-20-00233,NEFRO-D-20-00233,,La era del big data: análisis del lenguaje natural mediante la aplicación de folksonomía The big data era: the usefulness of folksonomy for natural language processing,,,,,,,,,,,,,,,2020,NEFRO_975,7. Publicado,Elsevier,"Avisar al autor Ismael Vallve 
629339011 Vallve Consulting, s.l. <info@vallve.es cuando esté publicado en In press",2021-05-28,,,,,,,,,,,,,,,,,,,,,,2021-10-30,,42(6),,,,,,,,,False,2021-10-30,155,False,,
,NEFRO-D-20-00223,NEFRO-D-20-00223,,"Is peritoneal dialysis suitable technique CKD patients over 65 years? A prospective multicenter study
¿Es adecuada la diálisis peritoneal para pacientes mayores de 65 años? Estudio multicéntrico prospectivo",,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,"Hay citas que no tienen superíndice en la web, notificado a Elsevier 13/1/2022",2020-06-08,2020-06-22,2020-08-19,2020-09-08,,,,,,,,,,,,,,,,,2020-10-20,,,2021-09-01,"Vol. 41. Núm. 5.

Septiembre - Octubre 2021",web,14,58.0,20.0,,,,,False,2020-10-20,134,False,,
,NEFRO-D-20-00214,NEFRO-D-20-00214,,MIELOMA MÚLTIPLE CON ENFERMEDAD RENAL CRÓNICA DEPENDIENTE DE DIÁLISIS PERITONEAL Y TRASPLANTE AUTÓLOGO DE CÉLULAS STEM	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-06-04,,,2020-07-25,,,,,,,,,,,,,,,,,2020-07-25,,,2022-01-01,"Vol. 42. Núm. 1.

Enero - Febrero 2022",,,,,,,,,False,2020-07-25,51,False,,
,NEFRO-D-20-00213,NEFRO-D-20-00213,,"DIÁLISIS PERITONEAL EN TRASPLANTADOS DE ÓRGANO SÓLIDO NO RENAL, EXPERIENCIA EN NUESTRO CENTRO. PERITONEAL DIALYSIS IN NON-RENAL SOLID ORGAN TRANSPLANTS, EXPERIENCE IN OUR CENTER.	",,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-06-04,,,2020-07-25,2020-08-24,,,2020-09-10,2020-09-16,,,2020-09-29,,,,,,,,,2020-09-29,,,2022-03-01,"Vol. 42. Núm. 2.

Marzo - Abril 202",,,,,30.0,,,,False,2020-09-29,117,False,,
,NEFRO-D-20-00209,NEFRO-D-20-00209,,IMPACTO DEL CONSUMO DE ALIMENTOS ULTRAPROCESADOS EN LA ENFERMEDAD RENAL CRÓNICA ASSOCIATION BETWEEN ULTRAPOCESSED FOOD AND CHRONIC KIDNEY DISEASE	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-05-29,2020-07-05,2020-07-27,2020-08-26,2020-09-28,2020-10-04,2020-11-01,2020-11-19,,,,,,,,,,,,,2020-11-19,,2021-03-11,2021-09-01,"Vol. 41. Núm. 5.

Septiembre - Octubre 2021",,37,22.0,30.0,33.0,6.0,,,False,2021-03-11,286,False,,
,NEFRO-D-20-00207,NEFRO-D-20-00207,,Diálisis peritoneal de inicio urgente: ¿hay espacio para más?        Urgent Start Peritoneal Dialysis: Is there room for more?	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,"No se previsualiza el pdf cuando doy a descarga pdf, se descarga directamente",2020-05-29,2020-07-09,2020-07-24,2020-08-16,2020-09-15,2020-09-27,2020-11-02,2020-11-17,2020-11-22,,,2020-12-02,,,,,,,,,2020-12-02,,,2021-09-01,"Vol. 41. Núm. 5.

Septiembre - Octubre 2021",web,41,15.0,23.0,30.0,12.0,,,False,2020-12-02,187,False,,
,NEFRO-D-20-00199,NEFRO-D-20-00199,,Pérdida de visión aguda en hemodiálisis: arterioesclerosis de Mönckeberg Acute vision loss on hemodialysis: Mönckeberg arteriosclerosis        ,,,,,,,,,,,,,,,2020, NEFRO_775,7. Publicado,Elsevier,"SOLUCIONADO: Esta maquetción se hizo antes de que nosotros participáramos en el proyecto. mariano envía esto: este articulo ya maquetado es una carta y por o tanto el encabezamiento CONCLUSION no debe ni puede aparecer porque las cartas no tienen es un texto sin “headings” por favor eliminar conclusion y empezar el  párrafo …..En conclusion,  …….",2020-05-27,,,2020-07-24,,,,,,,,,,,,,,,,,2020-07-24,,,2021-07-01,"Volume 41, Issue 4, July–August 2021, Pages 485-487",,,,,,,,,False,2020-07-24,58,False,,
,NEFRO-D-20-00198,NEFRO-D-20-00198,,Hipernatremia grave tras el empleo de cloruro sódico hipertónico en cirugía de hidatidosis hepática. Severe hypernatremia after hypertonic saline use as treatment of hepatic hidatidosis surgery.	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,Las refs 3 y 4 no tienen superíndice en la web,2020-05-27,2020-07-05,2020-07-07,2020-07-24,2020-08-31,,,2020-11-15,,,,,,,,,,,,,2020-11-15,,,2021-09-01,"Vol. 41. Núm. 5.

Septiembre - Octubre 2021",web,39,2.0,17.0,38.0,,,,False,2020-11-15,172,False,,
,NEFRO-D-20-00195,NEFRO-D-20-00195,,Factores asociados a la calidad de vida y su predicción en pacientes renales en hemodiálisis. Factors associated with Quality of Life and its prediction in renal patients undergoing haemodialysis treatment.,,,,,,,,,,,,,,,2020,NEFRO_911,7. Publicado,Elsevier,,2020-05-22,2020-05-24,2020-06-08,2020-11-19,2020-12-23,2021-01-17,2021-02-12,2021-02-17,2021-03-04,,,2021-03-04,,,,,,,,,2021-03-04,2021-07-22,2021-08-02,2022-05-01,"Vol. 42. Núm. 3.

Mayo - Junio 2022",34353641,2,15.0,164.0,34.0,25.0,140.0,11,False,2021-08-02,437,False,,
,NEFRO-D-20-00191,NEFRO-D-20-00191,,ACCIDENTE CEREBROVASCULAR ISQUÉMICO ASOCIADO A COVID-19 EN PACIENTES EN DIÁLISIS	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-05-22,,,2020-07-24,,,,,,,,,,,,,,,,,2020-07-24,,,2021-09-01,"Vol. 41. Núm. 5.

Septiembre - Octubre 2021",34629598,,,,,,,,False,2020-07-24,63,False,,
,NEFRO-D-20-00177,NEFRO-D-20-00177,,C3 glomerulopathy associated to B-cell Chronic Lymphocytic Leukemia Glomerulopatía C3 asociada a leucemia linfocítica crónica de células B	,,,,,,,,,,,,,,,2020,,7. Publicado,Elsevier,,2020-05-15,,,2020-07-24,2020-07-30,,,2020-08-14,,,,,,,,,,,,,2020-08-14,,,2022-01-01,"Vol. 42. Núm. 1.

Enero - Febrero 2022",,,,,6.0,,,,False,2020-08-14,91,False,,
